grupo,idioma,linea,atributos_completos
HOME,fr,1152,"{""tag"":""img"",""line"":1152,""alt"":""Personne portant des rollers en ligne près de Vila Olímpica, Barcelone"",""height"":""600"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/9.webp"",""width"":""800""}"
HOME,fr,1153,"{""tag"":""img"",""line"":1153,""alt"":""Longboards et casques exposés dans la boutique RSB à Vila Olímpica, Barcelone"",""height"":""600"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/skateboards-rental-barcelona.webp"",""width"":""800""}"
HOME,fr,1154,"{""tag"":""img"",""line"":1154,""alt"":""Livraison d’un scooter 125cc par RSB à Barcelone"",""height"":""600"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-scooter-barcelona.webp"",""width"":""800""}"
HOME,fr,1155,"{""tag"":""img"",""line"":1155,""alt"":""Client louant des rollers en ligne chez RSB à Vila Olímpica, Barcelone"",""height"":""600"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/2.webp"",""width"":""800""}"
HOME,fr,1156,"{""tag"":""img"",""line"":1156,""alt"":""Trois personnes en longboard sur le front de mer de la Barceloneta au coucher du soleil, Barcelone"",""height"":""600"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-rsb-villa-olimpica-del-poble-nou--rent-skateboard-barcelona-soleado-800-v1.webp"",""width"":""800""}"
HOME,fr,1177,"{""tag"":""img"",""line"":1177,""alt"":""Intérieur de la boutique RSB Rental Scooter Barcelona à Vila Olímpica avec rollers en ligne, vélos et skateboards à louer"",""decoding"":""async"",""height"":""630"",""loading"":""lazy"",""sizes"":""(max-width: 768px) 92vw, 900px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-shop-interior-inline-skates-bike-vila-olimpica-1200.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-shop-interior-inline-skates-bike-vila-olimpica-640.webp 640w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-shop-interior-inline-skates-bike-vila-olimpica-900.webp 900w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-shop-interior-inline-skates-bike-vila-olimpica-1200.webp 1200w"",""style"":""width:100%;height:auto;object-fit:cover"",""width"":""1200""}"
HOME,fr,1211,"{""tag"":""img"",""line"":1211,""alt"":""Logo de RSB Rental Scooter Barcelona"",""decoding"":""async"",""height"":""44"",""loading"":""lazy"",""sizes"":""44px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp 88w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp 140w"",""width"":""44""}"
HOME,it,600,"{""tag"":""img"",""line"":600,""alt"":""Logo di RSB Rental Scooter Barcelona"",""decoding"":""async"",""height"":""70"",""sizes"":""70px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp 88w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp 140w"",""width"":""70""}"
HOME,it,687,"{""tag"":""img"",""line"":687,""alt"":""Gruppo che si gode il noleggio di scooter, pattini in linea e biciclette vicino alla spiaggia della Barceloneta e a Vila Olímpica, a Barcellona"",""class"":""zoom"",""decoding"":""async"",""fetchpriority"":""high"",""height"":""900"",""sizes"":""100vw"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-1600-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-480-v1.webp 480w, /images/rsb-barcelona-rental-hero-group-beach-720-v2.webp 720w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-800-v1.webp 800w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-1600-v1.webp 1600w"",""width"":""1600""}"
HOME,it,751,"{""tag"":""img"",""line"":751,""alt"":""Scooter a noleggio da RSB a Vila Olímpica, Barcellona"",""decoding"":""async"",""height"":""936"",""loading"":""lazy"",""sizes"":""(max-width: 640px) 92vw, (max-width: 1024px) 44vw, 420px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-vila-olimpica-800.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-vila-olimpica-480.webp 480w, https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-vila-olimpica-800.webp 800w"",""width"":""800""}"
HOME,it,782,"{""tag"":""img"",""line"":782,""alt"":""Pattini in linea a noleggio da RSB a Vila Olímpica, Barcellona"",""decoding"":""async"",""height"":""533"",""loading"":""lazy"",""sizes"":""(max-width: 640px) 92vw, (max-width: 1024px) 44vw, 420px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-inline-skates-rental-barcelona-vila-olimpica-800.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-inline-skates-rental-barcelona-vila-olimpica-480.webp 480w, https://rentalscooterbarcelona.com/images/rsb-inline-skates-rental-barcelona-vila-olimpica-800.webp 800w"",""width"":""800""}"
HOME,it,810,"{""tag"":""img"",""line"":810,""alt"":""Bicicletta urbana a noleggio da RSB a Vila Olímpica, Barcellona"",""decoding"":""async"",""height"":""533"",""loading"":""lazy"",""sizes"":""(max-width: 640px) 92vw, (max-width: 1024px) 44vw, 420px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-bike-rental-barcelona-vila-olimpica-800.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-bike-rental-barcelona-vila-olimpica-480.webp 480w, https://rentalscooterbarcelona.com/images/rsb-bike-rental-barcelona-vila-olimpica-800.webp 800w"",""width"":""800""}"
HOME,it,838,"{""tag"":""img"",""line"":838,""alt"":""Pattini a rotelle a noleggio da RSB a Vila Olímpica, Barcellona"",""decoding"":""async"",""height"":""533"",""loading"":""lazy"",""sizes"":""(max-width: 640px) 92vw, (max-width: 1024px) 44vw, 420px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-quad-skates-rental-barcelona-vila-olimpica-800.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-quad-skates-rental-barcelona-vila-olimpica-480.webp 480w, https://rentalscooterbarcelona.com/images/rsb-quad-skates-rental-barcelona-vila-olimpica-800.webp 800w"",""width"":""800""}"
HOME,it,866,"{""tag"":""img"",""line"":866,""alt"":""Skateboard a noleggio da RSB a Vila Olímpica, Barcellona"",""decoding"":""async"",""height"":""360"",""loading"":""lazy"",""sizes"":""(max-width: 640px) 92vw, (max-width: 1024px) 44vw, 420px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-skateboard-rental-barcelona-vila-olimpica-800.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-skateboard-rental-barcelona-vila-olimpica-480.webp 480w, https://rentalscooterbarcelona.com/images/rsb-skateboard-rental-barcelona-vila-olimpica-800.webp 800w"",""width"":""800""}"
HOME,it,894,"{""tag"":""img"",""line"":894,""alt"":""Longboard a noleggio da RSB a Vila Olímpica, Barcellona"",""decoding"":""async"",""height"":""478"",""loading"":""lazy"",""sizes"":""(max-width: 640px) 92vw, (max-width: 1024px) 44vw, 420px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-longboard-rental-barcelona-vila-olimpica-800.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-longboard-rental-barcelona-vila-olimpica-480.webp 480w, https://rentalscooterbarcelona.com/images/rsb-longboard-rental-barcelona-vila-olimpica-800.webp 800w"",""width"":""800""}"
HOME,it,1152,"{""tag"":""img"",""line"":1152,""alt"":""Persona con pattini in linea vicino a Vila Olímpica, Barcellona"",""height"":""600"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/9.webp"",""width"":""800""}"
HOME,it,1153,"{""tag"":""img"",""line"":1153,""alt"":""Longboard e caschi esposti all’interno del negozio RSB a Vila Olímpica, Barcellona"",""height"":""600"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/skateboards-rental-barcelona.webp"",""width"":""800""}"
HOME,it,1154,"{""tag"":""img"",""line"":1154,""alt"":""Consegna di scooter 125cc da RSB a Barcellona"",""height"":""600"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-scooter-barcelona.webp"",""width"":""800""}"
HOME,it,1155,"{""tag"":""img"",""line"":1155,""alt"":""Cliente che noleggia pattini in linea da RSB a Vila Olímpica, Barcellona"",""height"":""600"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/2.webp"",""width"":""800""}"
HOME,it,1156,"{""tag"":""img"",""line"":1156,""alt"":""Tre persone in longboard sul lungomare della Barceloneta al tramonto, Barcellona"",""height"":""600"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-rsb-villa-olimpica-del-poble-nou--rent-skateboard-barcelona-soleado-800-v1.webp"",""width"":""800""}"
HOME,it,1157,"{""tag"":""img"",""line"":1157,""alt"":""Persona con pattini in linea vicino a Vila Olímpica, Barcellona"",""height"":""600"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/9.webp"",""width"":""800""}"
HOME,it,1158,"{""tag"":""img"",""line"":1158,""alt"":""Longboard e caschi esposti all’interno del negozio RSB a Vila Olímpica, Barcellona"",""height"":""600"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/skateboards-rental-barcelona.webp"",""width"":""800""}"
HOME,it,1159,"{""tag"":""img"",""line"":1159,""alt"":""Consegna di scooter 125cc da RSB a Barcellona"",""height"":""600"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-scooter-barcelona.webp"",""width"":""800""}"
HOME,it,1160,"{""tag"":""img"",""line"":1160,""alt"":""Cliente che noleggia pattini in linea da RSB a Vila Olímpica, Barcellona"",""height"":""600"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/2.webp"",""width"":""800""}"
HOME,it,1161,"{""tag"":""img"",""line"":1161,""alt"":""Tre persone in longboard sul lungomare della Barceloneta al tramonto, Barcellona"",""height"":""600"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-rsb-villa-olimpica-del-poble-nou--rent-skateboard-barcelona-soleado-800-v1.webp"",""width"":""800""}"
HOME,it,1182,"{""tag"":""img"",""line"":1182,""alt"":""Interno del negozio RSB Rental Scooter Barcelona a Vila Olímpica con pattini in linea, biciclette e skateboard a noleggio"",""decoding"":""async"",""height"":""630"",""loading"":""lazy"",""sizes"":""(max-width: 768px) 92vw, 900px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-shop-interior-inline-skates-bike-vila-olimpica-1200.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-shop-interior-inline-skates-bike-vila-olimpica-640.webp 640w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-shop-interior-inline-skates-bike-vila-olimpica-900.webp 900w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-shop-interior-inline-skates-bike-vila-olimpica-1200.webp 1200w"",""style"":""width:100%;height:auto;object-fit:cover"",""width"":""1200""}"
HOME,it,1216,"{""tag"":""img"",""line"":1216,""alt"":""Logo di RSB Rental Scooter Barcelona"",""decoding"":""async"",""height"":""44"",""loading"":""lazy"",""sizes"":""44px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp 88w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp 140w"",""width"":""44""}"
HOME,de,598,"{""tag"":""img"",""line"":598,""alt"":""Logo von RSB Rental Scooter Barcelona"",""decoding"":""async"",""height"":""70"",""sizes"":""70px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp 88w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp 140w"",""width"":""70""}"
HOME,de,679,"{""tag"":""img"",""line"":679,""alt"":""Gruppe beim Scooter-, Inlineskates- und Fahrradverleih nahe dem Strand von Barceloneta in Barcelona"",""class"":""zoom"",""decoding"":""async"",""fetchpriority"":""high"",""height"":""900"",""sizes"":""100vw"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-1600-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-480-v1.webp 480w, /images/rsb-barcelona-rental-hero-group-beach-720-v2.webp 720w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-800-v1.webp 800w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-1600-v1.webp 1600w"",""width"":""1600""}"
HOME,de,743,"{""tag"":""img"",""line"":743,""alt"":""Scooter zum Mieten bei RSB in Vila Olímpica, Barcelona"",""decoding"":""async"",""height"":""936"",""loading"":""lazy"",""sizes"":""(max-width: 640px) 92vw, (max-width: 1024px) 44vw, 420px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-vila-olimpica-800.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-vila-olimpica-480.webp 480w, https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-vila-olimpica-800.webp 800w"",""width"":""800""}"
HOME,de,774,"{""tag"":""img"",""line"":774,""alt"":""Inlineskates zum Mieten bei RSB in Vila Olímpica, Barcelona"",""decoding"":""async"",""height"":""533"",""loading"":""lazy"",""sizes"":""(max-width: 640px) 92vw, (max-width: 1024px) 44vw, 420px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-inline-skates-rental-barcelona-vila-olimpica-800.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-inline-skates-rental-barcelona-vila-olimpica-480.webp 480w, https://rentalscooterbarcelona.com/images/rsb-inline-skates-rental-barcelona-vila-olimpica-800.webp 800w"",""width"":""800""}"
HOME,de,802,"{""tag"":""img"",""line"":802,""alt"":""Citybike zum Mieten bei RSB in Vila Olímpica, Barcelona"",""decoding"":""async"",""height"":""533"",""loading"":""lazy"",""sizes"":""(max-width: 640px) 92vw, (max-width: 1024px) 44vw, 420px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-bike-rental-barcelona-vila-olimpica-800.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-bike-rental-barcelona-vila-olimpica-480.webp 480w, https://rentalscooterbarcelona.com/images/rsb-bike-rental-barcelona-vila-olimpica-800.webp 800w"",""width"":""800""}"
HOME,de,830,"{""tag"":""img"",""line"":830,""alt"":""Rollschuhe zum Mieten bei RSB in Vila Olímpica, Barcelona"",""decoding"":""async"",""height"":""533"",""loading"":""lazy"",""sizes"":""(max-width: 640px) 92vw, (max-width: 1024px) 44vw, 420px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-quad-skates-rental-barcelona-vila-olimpica-800.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-quad-skates-rental-barcelona-vila-olimpica-480.webp 480w, https://rentalscooterbarcelona.com/images/rsb-quad-skates-rental-barcelona-vila-olimpica-800.webp 800w"",""width"":""800""}"
HOME,de,858,"{""tag"":""img"",""line"":858,""alt"":""Skateboard zum Mieten bei RSB in Vila Olímpica, Barcelona"",""decoding"":""async"",""height"":""360"",""loading"":""lazy"",""sizes"":""(max-width: 640px) 92vw, (max-width: 1024px) 44vw, 420px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-skateboard-rental-barcelona-vila-olimpica-800.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-skateboard-rental-barcelona-vila-olimpica-480.webp 480w, https://rentalscooterbarcelona.com/images/rsb-skateboard-rental-barcelona-vila-olimpica-800.webp 800w"",""width"":""800""}"
HOME,de,886,"{""tag"":""img"",""line"":886,""alt"":""Longboard zum Mieten bei RSB in Vila Olímpica, Barcelona"",""decoding"":""async"",""height"":""478"",""loading"":""lazy"",""sizes"":""(max-width: 640px) 92vw, (max-width: 1024px) 44vw, 420px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-longboard-rental-barcelona-vila-olimpica-800.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-longboard-rental-barcelona-vila-olimpica-480.webp 480w, https://rentalscooterbarcelona.com/images/rsb-longboard-rental-barcelona-vila-olimpica-800.webp 800w"",""width"":""800""}"
HOME,de,1146,"{""tag"":""img"",""line"":1146,""alt"":""Person trägt Inlineskates in der Nähe von Vila Olímpica, Barcelona"",""height"":""600"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/9.webp"",""width"":""800""}"
HOME,de,1147,"{""tag"":""img"",""line"":1147,""alt"":""Longboards und Helme im RSB-Shop in Vila Olímpica, Barcelona"",""height"":""600"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/skateboards-rental-barcelona.webp"",""width"":""800""}"
HOME,de,1148,"{""tag"":""img"",""line"":1148,""alt"":""125cc-Scooterzustellung durch RSB in Barcelona"",""height"":""600"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-scooter-barcelona.webp"",""width"":""800""}"
HOME,de,1149,"{""tag"":""img"",""line"":1149,""alt"":""Kunde mietet Inlineskates bei RSB in Vila Olímpica, Barcelona"",""height"":""600"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/2.webp"",""width"":""800""}"
HOME,de,1150,"{""tag"":""img"",""line"":1150,""alt"":""Drei Personen fahren bei Sonnenuntergang Longboard an der Strandpromenade von Barceloneta, Barcelona"",""height"":""600"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-rsb-villa-olimpica-del-poble-nou--rent-skateboard-barcelona-soleado-800-v1.webp"",""width"":""800""}"
HOME,de,1151,"{""tag"":""img"",""line"":1151,""alt"":""Person trägt Inlineskates in der Nähe von Vila Olímpica, Barcelona"",""height"":""600"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/9.webp"",""width"":""800""}"
HOME,de,1152,"{""tag"":""img"",""line"":1152,""alt"":""Longboards und Helme im RSB-Shop in Vila Olímpica, Barcelona"",""height"":""600"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/skateboards-rental-barcelona.webp"",""width"":""800""}"
HOME,de,1153,"{""tag"":""img"",""line"":1153,""alt"":""125cc-Scooterzustellung durch RSB in Barcelona"",""height"":""600"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-scooter-barcelona.webp"",""width"":""800""}"
HOME,de,1154,"{""tag"":""img"",""line"":1154,""alt"":""Kunde mietet Inlineskates bei RSB in Vila Olímpica, Barcelona"",""height"":""600"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/2.webp"",""width"":""800""}"
HOME,de,1155,"{""tag"":""img"",""line"":1155,""alt"":""Drei Personen fahren bei Sonnenuntergang Longboard an der Strandpromenade von Barceloneta, Barcelona"",""height"":""600"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-rsb-villa-olimpica-del-poble-nou--rent-skateboard-barcelona-soleado-800-v1.webp"",""width"":""800""}"
HOME,de,1176,"{""tag"":""img"",""line"":1176,""alt"":""Innenbereich des RSB Rental Scooter Barcelona Shops in Vila Olímpica mit Inlineskates, Fahrrädern und Skateboards zur Miete"",""decoding"":""async"",""height"":""630"",""loading"":""lazy"",""sizes"":""(max-width: 768px) 92vw, 900px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-shop-interior-inline-skates-bike-vila-olimpica-1200.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-shop-interior-inline-skates-bike-vila-olimpica-640.webp 640w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-shop-interior-inline-skates-bike-vila-olimpica-900.webp 900w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-shop-interior-inline-skates-bike-vila-olimpica-1200.webp 1200w"",""style"":""width:100%;height:auto;object-fit:cover"",""width"":""1200""}"
HOME,de,1225,"{""tag"":""img"",""line"":1225,""alt"":""Logo von RSB Rental Scooter Barcelona"",""decoding"":""async"",""height"":""44"",""loading"":""lazy"",""sizes"":""44px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp 88w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp 140w"",""width"":""44""}"
